SID,CID,SCORE,TID
200900131391,300014,87.0,100014
200900131392,300015,91.0,100015
200900131393,300026,85.0,100026
200900131396,300034,71.0,100003
200900131397,300008,50.0,100008
200900131398,300032,92.0,100001
200900131399,300018,73.0,100018
200900131400,300010,55.0,100010
200900131401,300010,61.0,100010
200900131402,300001,56.0,100001
200900131403,300038,91.0,100007
200900131404,300030,80.0,100030
200900131405,300013,51.0,100013
200900131406,300009,53.0,100009
200900131407,300005,73.0,100005
200900131409,300019,63.0,100019
200900131410,300020,87.0,100020
200900131411,300033,89.0,100002
200900131413,300004,58.0,100004
200900131414,300013,98.0,100013
200900131415,300003,59.0,100003
200900131416,300017,53.0,100017
200900131417,300032,85.0,100001
200900131418,300026,94.0,100026
200900131419,300020,63.0,100020
200900131420,300016,64.0,100016
200900131421,300017,76.0,100017
200900131422,300038,59.0,100007
200900131423,300023,76.0,100023
200900131424,300008,93.0,100008
200900131425,300013,72.0,100013
200900131426,300033,61.0,100002
200900131427,300015,72.0,100015
200900131429,300040,54.0,100009
200900131430,300012,96.0,100012
200900131431,300015,54.0,100015
200900131433,300019,62.0,100019
200900131434,300039,83.0,100008
200900131436,300027,76.0,100027
200900131437,300019,65.0,100019
200900131438,300021,80.0,100021
200900131439,300019,53.0,100019
200900131440,300038,87.0,100007
200900131441,300025,60.0,100025
200900131442,300021,73.0,100021
200900131443,300007,53.0,100007
200900131444,300025,95.0,100025
200900131445,300024,98.0,100024
200900131446,300034,90.0,100003
200900131447,300013,89.0,100013
200900131449,300025,78.0,100025
200900131450,300015,62.0,100015
200900131451,300017,55.0,100017
200900131452,300029,99.0,100029
200900131453,300024,76.0,100024
200900131454,300007,78.0,100007
200900131455,300023,66.0,100023
200900131456,300022,64.0,100022
200900131457,300033,93.0,100002
200900131458,300037,58.0,100006
200900131459,300018,87.0,100018
200900131460,300034,61.0,100003
200900131461,300018,73.0,100018
200900131463,300024,78.0,100024
200900131464,300038,50.0,100007
200900131465,300007,97.0,100007
200900131466,300028,93.0,100028
200900131467,300020,96.0,100020
200900131468,300028,80.0,100028
200900131469,300035,78.0,100004
200900131470,300026,95.0,100026
200900131471,300008,51.0,100008
200900131472,300012,58.0,100012
200900131473,300014,86.0,100014
200900131474,300028,88.0,100028
200900131475,300019,63.0,100019
200900131476,300026,62.0,100026
200900131477,300011,73.0,100011
200900130131,300006,95.0,100006
200900130132,300012,54.0,100012
200900130133,300022,64.0,100022
200900130134,300037,93.0,100006
200900130135,300028,98.0,100028
200900130136,300027,84.0,100027
200900130137,300003,51.0,100003
200900130138,300008,84.0,100008
200900130139,300031,50.0,100000
200900130140,300010,99.0,100010
200900130142,300037,83.0,100006
200900130143,300023,91.0,100023
200900130144,300016,97.0,100016
200900130145,300019,59.0,100019
200900130146,300008,76.0,100008
200900130147,300018,51.0,100018
200900130148,300016,58.0,100016
200900130149,300001,75.0,100001
200900130150,300040,78.0,100009
200900130151,300023,57.0,100023
200900130152,300024,61.0,100024
200900130153,300003,89.0,100003
200900130155,300011,92.0,100011
200900130156,300036,96.0,100005
200900130157,300031,91.0,100000
200900130158,300029,70.0,100029
200900130159,300037,92.0,100006
200900130160,300026,83.0,100026
200900130161,300026,96.0,100026
200900130163,300040,56.0,100009
200900130164,300025,70.0,100025
200900130165,300033,91.0,100002
200900130166,300009,70.0,100009
200900130167,300011,69.0,100011
200900130168,300033,79.0,100002
200900130169,300039,87.0,100008
200900130170,300016,100.0,100016
200900130171,300020,93.0,100020
200900130172,300028,50.0,100028
200900130173,300001,53.0,100001
200900130174,300008,99.0,100008
200900130175,300001,86.0,100001
200900130176,300016,75.0,100016
200900130177,300028,97.0,100028
200900130178,300027,93.0,100027
200900130179,300015,90.0,100015
200900130180,300028,71.0,100028
200900130181,300010,71.0,100010
200900130183,300017,70.0,100017
200900130184,300020,62.0,100020
200900130185,300036,59.0,100005
200900130186,300002,92.0,100002
200900130187,300039,66.0,100008
200900130188,300029,66.0,100029
200900130189,300006,95.0,100006
200900130191,300002,81.0,100002
200900130192,300018,56.0,100018
200900130193,300001,91.0,100001
200900130194,300026,76.0,100026
200900130195,300013,99.0,100013
200900130196,300021,86.0,100021
200900130197,300033,93.0,100002
200900130199,300007,53.0,100007
200900130200,300038,76.0,100007
200900130201,300034,94.0,100003
200900130202,300010,98.0,100010
200900130203,300015,60.0,100015
200900130204,300013,51.0,100013
200900130205,300028,59.0,100028
200900130206,300015,80.0,100015
200900130207,300033,67.0,100002
200900130208,300016,83.0,100016
200900130209,300004,60.0,100004
200900130210,300005,50.0,100005
200900130211,300024,68.0,100024
200900130213,300040,84.0,100009
200900130214,300013,86.0,100013
200900130215,300005,80.0,100005
200900130216,300025,71.0,100025
200900130217,300006,58.0,100006
200900130218,300008,94.0,100008
200900130219,300026,62.0,100026
200900130220,300006,96.0,100006
200900130221,300022,79.0,100022
200900130222,300009,60.0,100009
200900130224,300010,94.0,100010
200900130226,300035,94.0,100004
200900130227,300031,89.0,100000
200900130228,300033,89.0,100002
200900130229,300017,82.0,100017
200900130231,300033,93.0,100002
200900130232,300008,90.0,100008
200900130233,300038,70.0,100007
200900130234,300037,72.0,100006
200900130235,300018,91.0,100018
200900130236,300002,68.0,100002
200900130237,300012,65.0,100012
200900130238,300005,57.0,100005
200900130239,300014,59.0,100014
200900131320,300031,55.0,100000
200900131321,300021,64.0,100021
200900131322,300005,52.0,100005
200900131323,300002,92.0,100002
200900131324,300016,51.0,100016
200900131325,300003,77.0,100003
200900131326,300004,87.0,100004
200900131327,300020,56.0,100020
200900131329,300013,53.0,100013
200900131331,300031,91.0,100000
200900131332,300039,64.0,100008
200900131333,300024,95.0,100024
200900131334,300031,67.0,100000
200900131335,300029,51.0,100029
200900131336,300021,80.0,100021
200900131337,300019,57.0,100019
200900131338,300009,93.0,100009
200900131340,300022,57.0,100022
200900131341,300031,61.0,100000
200900131342,300018,84.0,100018
200900131344,300022,68.0,100022
200900131345,300028,73.0,100028
200900131346,300010,89.0,100010
200900131347,300034,86.0,100003
200900131348,300036,53.0,100005
200900131349,300018,74.0,100018
200900131350,300021,56.0,100021
200900131351,300003,93.0,100003
200900131352,300022,95.0,100022
200900131353,300001,85.0,100001
200900131354,300031,50.0,100000
200900131355,300004,70.0,100004
200900131356,300004,66.0,100004
200900131357,300022,54.0,100022
200900131358,300029,56.0,100029
200900131359,300026,78.0,100026
200900131360,300038,80.0,100007
200900131362,300037,52.0,100006
200900131363,300019,87.0,100019
200900131364,300040,62.0,100009
200900131365,300007,92.0,100007
200900131366,300033,88.0,100002
200900131367,300037,96.0,100006
200900131368,300021,80.0,100021
200900131369,300008,99.0,100008
200900131370,300030,51.0,100030
200900131371,300016,64.0,100016
200900131372,300003,55.0,100003
200900131373,300002,77.0,100002
200900131374,300032,73.0,100001
200900131375,300002,71.0,100002
200900131377,300034,91.0,100003
200900131378,300024,67.0,100024
200900131379,300034,77.0,100003
200900131380,300016,97.0,100016
200900131381,300035,79.0,100004
200900131382,300022,91.0,100022
200900131383,300040,63.0,100009
200900131384,300028,77.0,100028
200900131385,300039,90.0,100008
200900131386,300027,73.0,100027
200900131387,300027,50.0,100027
200900131388,300026,95.0,100026
200900131389,300036,86.0,100005
200900131390,300030,71.0,100030
200900131391,300009,81.0,100009
200900131392,300013,68.0,100013
200900131393,300009,94.0,100009
200900131394,300013,71.0,100013
200900131395,300003,93.0,100003
200900131396,300023,64.0,100023
200900131397,300031,77.0,100000
200900131398,300011,56.0,100011
200900131399,300023,83.0,100023
200900131400,300020,99.0,100020
200900131401,300016,53.0,100016
200900131402,300013,58.0,100013
200900131403,300012,64.0,100012
200900131404,300009,52.0,100009
200900131405,300005,81.0,100005
200900131406,300024,83.0,100024
200900131408,300020,93.0,100020
200900131409,300030,61.0,100030
200900131410,300024,54.0,100024
200900131411,300019,59.0,100019
200900131864,300008,70.0,100008
200900131865,300026,98.0,100026
200900131866,300016,67.0,100016
200900131867,300004,94.0,100004
200900131868,300034,61.0,100003
200900131869,300023,88.0,100023
200900131870,300019,68.0,100019
200900131871,300025,62.0,100025
200900131872,300008,61.0,100008
200900131873,300007,61.0,100007
200900131874,300020,92.0,100020
200900131875,300024,86.0,100024
200900131876,300019,74.0,100019
200900131877,300038,79.0,100007
200900131878,300026,86.0,100026
200900131879,300011,51.0,100011
200900131880,300013,99.0,100013
200900131881,300033,86.0,100002
200900131882,300031,82.0,100000
200900131883,300033,73.0,100002
200900131884,300033,75.0,100002
200900131885,300038,74.0,100007
200900131886,300031,91.0,100000
200900131887,300031,72.0,100000
200900131888,300027,81.0,100027
200900131890,300013,75.0,100013
200900131891,300008,50.0,100008
200900131892,300035,86.0,100004
200900131893,300035,77.0,100004
200900131894,300011,72.0,100011
200900131895,300028,52.0,100028
200900131896,300036,80.0,100005
200900131897,300006,78.0,100006
200900131898,300020,85.0,100020
200900131900,300020,90.0,100020
200900131901,300034,83.0,100003
200900131902,300019,92.0,100019
200900131903,300007,85.0,100007
200900131904,300002,65.0,100002
200900131906,300009,63.0,100009
200900131907,300007,96.0,100007
200900131908,300029,90.0,100029
200900131909,300019,76.0,100019
200900131911,300006,92.0,100006
200900131913,300009,91.0,100009
200900131914,300012,55.0,100012
200900131915,300032,75.0,100001
200900131916,300020,84.0,100020
200900131917,300017,94.0,100017
200900131918,300016,67.0,100016
200900131919,300036,96.0,100005
200900131920,300027,86.0,100027
200900131921,300038,85.0,100007
200900131922,300014,75.0,100014
200900131923,300037,51.0,100006
200900131924,300039,69.0,100008
200900131925,300010,62.0,100010
200900131926,300003,73.0,100003
200900131927,300003,82.0,100003
200900131928,300032,70.0,100001
200900131929,300005,83.0,100005
200900131930,300029,66.0,100029
200900131931,300034,88.0,100003
200900131932,300020,80.0,100020
200900131933,300025,53.0,100025
200900131935,300005,90.0,100005
200900131936,300017,51.0,100017
200900131937,300016,66.0,100016
200900131938,300001,50.0,100001
200900131939,300029,62.0,100029
200900131940,300007,79.0,100007
200900131941,300005,65.0,100005
200900131942,300030,52.0,100030
200900131943,300006,63.0,100006
200900131944,300028,88.0,100028
200900131945,300001,71.0,100001
200900131947,300018,91.0,100018
200900131948,300015,61.0,100015
200900131949,300027,99.0,100027
200900131951,300006,68.0,100006
200900131952,300026,77.0,100026
200900131953,300008,95.0,100008
200900131954,300038,95.0,100007
200900131955,300021,85.0,100021
200900131956,300006,82.0,100006
200900131957,300022,81.0,100022
200900131958,300026,61.0,100026
200900131959,300030,97.0,100030
200900131960,300013,89.0,100013
200900131961,300034,94.0,100003
200900131962,300035,87.0,100004
200900131963,300037,79.0,100006
200900131964,300037,60.0,100006
200900131965,300012,63.0,100012
200900131966,300039,95.0,100008
200900131967,300014,87.0,100014
200900131968,300009,84.0,100009
200900131969,300037,76.0,100006
200900131970,300015,67.0,100015
200900131971,300009,57.0,100009
200900131972,300011,96.0,100011
200900131973,300035,67.0,100004
200900131974,300018,65.0,100018
200900131976,300012,53.0,100012
200900131977,300027,80.0,100027
200900131978,300013,73.0,100013
200900131979,300031,77.0,100000
200900131980,300009,98.0,100009
200900131981,300037,83.0,100006
200900131982,300020,64.0,100020
200900131983,300004,59.0,100004
200900131984,300010,64.0,100010
200900131986,300040,56.0,100009
200900131987,300034,59.0,100003
200900131988,300038,76.0,100007
200900131989,300002,60.0,100002
200900131990,300023,85.0,100023
200900131991,300009,53.0,100009
200900131992,300021,83.0,100021
200900131993,300008,60.0,100008
200900131994,300012,61.0,100012
200900131995,300013,58.0,100013
200900131885,300024,62.0,100024
200900131886,300010,85.0,100010
200900131887,300028,97.0,100028
200900131888,300040,90.0,100009
200900131889,300021,85.0,100021
200900131890,300021,84.0,100021
200900131891,300002,90.0,100002
200900131892,300010,70.0,100010
200900131893,300017,52.0,100017
200900131894,300012,78.0,100012
200900131895,300009,66.0,100009
200900131896,300030,98.0,100030
200900131897,300031,71.0,100000
200900131898,300004,69.0,100004
200900131899,300030,94.0,100030
200900131900,300022,91.0,100022
200900131901,300017,67.0,100017
200900131902,300024,50.0,100024
200900131903,300012,73.0,100012
200900131904,300012,51.0,100012
200900131905,300010,77.0,100010
200900131906,300020,77.0,100020
200900131907,300013,62.0,100013
200900131908,300016,59.0,100016
200900131909,300032,67.0,100001
200900131910,300008,71.0,100008
200900131911,300031,91.0,100000
200900131913,300025,92.0,100025
200900131914,300016,85.0,100016
200900131915,300028,95.0,100028
200900131916,300036,52.0,100005
200900131917,300032,67.0,100001
200900131918,300040,70.0,100009
200900131919,300015,56.0,100015
200900131920,300002,62.0,100002
200900131921,300034,83.0,100003
200900131922,300023,81.0,100023
200900131923,300012,56.0,100012
200900131924,300002,57.0,100002
200900131925,300005,90.0,100005
200900131926,300011,84.0,100011
200900131927,300018,69.0,100018
200900131928,300003,88.0,100003
200900131929,300017,84.0,100017
200900131930,300006,96.0,100006
200900131931,300021,73.0,100021
200900131932,300005,60.0,100005
200900131933,300003,78.0,100003
200900131934,300021,68.0,100021
200900131935,300039,99.0,100008
200900131936,300019,71.0,100019
200900131937,300007,86.0,100007
200900131938,300004,73.0,100004
200900131939,300030,55.0,100030
200900131940,300006,91.0,100006
200900131941,300023,51.0,100023
200900131942,300023,99.0,100023
200900131943,300010,81.0,100010
200900131944,300018,52.0,100018
200900131945,300024,84.0,100024
200900131946,300013,67.0,100013
200900131947,300024,51.0,100024
200900131948,300039,93.0,100008
200900131949,300030,77.0,100030
200900131950,300016,93.0,100016
200900131951,300029,53.0,100029
200900131952,300027,59.0,100027
200900131953,300003,79.0,100003
200900131954,300012,59.0,100012
200900131955,300022,65.0,100022
200900131956,300018,57.0,100018
200900131957,300040,92.0,100009
200900131958,300011,84.0,100011
200900131959,300032,84.0,100001
200900131960,300011,81.0,100011
200900131961,300028,93.0,100028
200900131962,300028,57.0,100028
200900131963,300021,78.0,100021
200900131964,300035,55.0,100004
200900131965,300020,96.0,100020
200900131966,300006,89.0,100006
200900131967,300034,88.0,100003
200900131968,300002,88.0,100002
200900131969,300030,100.0,100030
200900131970,300025,92.0,100025
200900131971,300032,75.0,100001
200900131972,300007,91.0,100007
200900131973,300031,90.0,100000
200900131974,300016,68.0,100016
200900131975,300031,90.0,100000
200900131976,300030,73.0,100030
200900131977,300037,85.0,100006
200900131978,300006,94.0,100006
200900131979,300034,86.0,100003
200900131980,300008,96.0,100008
200900131981,300017,74.0,100017
200900131982,300027,97.0,100027
200900131983,300018,71.0,100018
200900131984,300028,90.0,100028
200900131985,300038,56.0,100007
200900131986,300025,63.0,100025
200900131987,300035,95.0,100004
200900131988,300036,83.0,100005
200900131989,300026,56.0,100026
200900131990,300007,85.0,100007
200900131991,300031,91.0,100000
200900131992,300002,76.0,100002
200900131993,300028,74.0,100028
200900131994,300032,81.0,100001
200900131995,300012,83.0,100012
200900131996,300009,63.0,100009
200900131997,300001,83.0,100001
200900131998,300031,55.0,100000
200900131999,300030,72.0,100030
200900132000,300026,68.0,100026
200900132001,300003,80.0,100003
200900132002,300035,93.0,100004
200900132003,300031,62.0,100000
200900132004,300006,91.0,100006
200900132005,300009,86.0,100009
200900132006,300009,51.0,100009
200900132007,300007,75.0,100007
200900132008,300033,71.0,100002
200900132009,300036,63.0,100005
200900132010,300019,64.0,100019
200900132011,300006,96.0,100006
200900132013,300038,80.0,100007
200900132014,300029,52.0,100029
200900132015,300039,50.0,100008
200900132016,300025,73.0,100025
200900132017,300025,66.0,100025
200900132018,300001,91.0,100001
200900132019,300007,61.0,100007
200900132020,300023,55.0,100023
200900132021,300016,63.0,100016
200900132022,300001,75.0,100001
200900132023,300004,65.0,100004
200900132024,300035,60.0,100004
200900132025,300005,66.0,100005
200900132026,300011,75.0,100011
200900132027,300014,65.0,100014
200900132028,300007,74.0,100007
200900132029,300007,92.0,100007
200900132030,300012,100.0,100012
200900132031,300021,91.0,100021
200900132032,300031,80.0,100000
200900132033,300032,58.0,100001
200900132034,300032,70.0,100001
200900132035,300014,70.0,100014
200900132036,300007,83.0,100007
200900132037,300009,61.0,100009
200900132038,300003,72.0,100003
200900132039,300031,89.0,100000
200900132040,300010,81.0,100010
200900132041,300017,61.0,100017
200900132042,300012,78.0,100012
200900132043,300030,60.0,100030
200900132044,300039,57.0,100008
200900132045,300032,78.0,100001
200900132046,300030,82.0,100030
200900132047,300002,86.0,100002
200900132048,300007,65.0,100007
200900132049,300040,81.0,100009
200900132050,300032,86.0,100001
200900132051,300034,72.0,100003
200900132052,300032,76.0,100001
200900132053,300018,95.0,100018
200900132054,300030,69.0,100030
200900132055,300030,58.0,100030
200900132056,300013,72.0,100013
200900132057,300019,84.0,100019
200900132058,300015,72.0,100015
200900132059,300036,92.0,100005
200900132060,300035,56.0,100004
200900132061,300031,86.0,100000
200900132062,300025,86.0,100025
200900132063,300020,66.0,100020
200900132064,300023,74.0,100023
200900132065,300024,62.0,100024
200900132066,300028,65.0,100028
200900132067,300015,99.0,100015
200900132068,300038,62.0,100007
200900132069,300002,72.0,100002
200900132070,300040,79.0,100009
200900132071,300019,85.0,100019
200900132072,300018,86.0,100018
200900132073,300037,51.0,100006
200900132074,300036,70.0,100005
200900132075,300031,91.0,100000
200900132076,300023,82.0,100023
200900132077,300023,68.0,100023
200900132078,300028,52.0,100028
200900132079,300031,87.0,100000
200900132080,300022,58.0,100022
200900132081,300031,63.0,100000
200900132082,300010,58.0,100010
200900132083,300002,80.0,100002
200900132084,300004,57.0,100004
200900132085,300004,55.0,100004
200900132086,300030,54.0,100030
200900132087,300031,85.0,100000
200900132088,300021,72.0,100021
200900132089,300028,85.0,100028
200900132090,300014,61.0,100014
200900132091,300009,89.0,100009
200900132092,300022,52.0,100022
200900132093,300021,77.0,100021
200900131682,300019,71.0,100019
200900131683,300011,53.0,100011
200900131684,300026,99.0,100026
200900131685,300035,69.0,100004
200900131686,300019,70.0,100019
200900131688,300016,58.0,100016
200900131689,300036,89.0,100005
200900131690,300032,92.0,100001
200900131691,300015,87.0,100015
200900131692,300001,80.0,100001
200900131693,300010,95.0,100010
200900131694,300039,86.0,100008
200900131695,300026,78.0,100026
200900131696,300009,84.0,100009
200900131697,300011,94.0,100011
200900131698,300039,100.0,100008
200900131699,300009,58.0,100009
200900131700,300026,68.0,100026
200900131701,300006,88.0,100006
200900131704,300011,68.0,100011
200900131705,300037,75.0,100006
200900131706,300012,72.0,100012
200900131707,300027,89.0,100027
200900131708,300009,94.0,100009
200900131709,300025,92.0,100025
200900131710,300036,60.0,100005
200900131711,300030,96.0,100030
200900131713,300012,82.0,100012
200900131714,300022,82.0,100022
200900131715,300038,99.0,100007
200900131716,300002,73.0,100002
200900131717,300005,68.0,100005
200900131718,300003,88.0,100003
200900131719,300016,100.0,100016
200900131720,300022,80.0,100022
200900131721,300029,58.0,100029
200900131722,300030,91.0,100030
200900131723,300006,53.0,100006
200900131724,300030,72.0,100030
200900131725,300017,68.0,100017
200900131726,300040,65.0,100009
200900131729,300018,55.0,100018
200900131730,300019,58.0,100019
200900131731,300009,89.0,100009
200900131732,300017,76.0,100017
200900131733,300007,97.0,100007
200900131734,300027,78.0,100027
200900131735,300019,96.0,100019
200900131737,300006,74.0,100006
200900131738,300023,95.0,100023
200900131739,300029,95.0,100029
200900131740,300021,59.0,100021
200900131741,300040,60.0,100009
200900131742,300031,91.0,100000
200900131743,300002,78.0,100002
200900131745,300012,56.0,100012
200900131746,300020,69.0,100020
200900131747,300018,61.0,100018
200900131748,300030,60.0,100030
200900131749,300018,94.0,100018
200900131750,300040,59.0,100009
200900131753,300015,73.0,100015
200900131754,300008,99.0,100008
200900131755,300035,75.0,100004
200900131756,300007,92.0,100007
200900131757,300012,74.0,100012
200900131758,300024,83.0,100024
200900131759,300038,94.0,100007
200900131760,300040,86.0,100009
200900131761,300019,52.0,100019
200900131763,300017,99.0,100017
200900131764,300022,90.0,100022
200900131765,300006,63.0,100006
200900131767,300030,57.0,100030
200900131768,300026,75.0,100026
200900131769,300004,80.0,100004
200900131770,300037,66.0,100006
200900131771,300006,90.0,100006
200900131772,300034,54.0,100003
200900131773,300022,97.0,100022
200900131774,300024,92.0,100024
200900131775,300010,79.0,100010
200900131777,300015,71.0,100015
200900131779,300029,97.0,100029
200900131780,300035,76.0,100004
200900131781,300020,78.0,100020
200900131782,300035,95.0,100004
200900131783,300035,52.0,100004
200900131784,300011,61.0,100011
200900131785,300005,87.0,100005
200900131786,300016,74.0,100016
200900131787,300039,76.0,100008
200900131788,300031,58.0,100000
200900131790,300036,56.0,100005
200900131791,300002,71.0,100002
200900131792,300026,68.0,100026
200900131793,300017,80.0,100017
200900131794,300003,93.0,100003
200900131795,300030,57.0,100030
200900131796,300013,86.0,100013
200900131798,300020,81.0,100020
200900131799,300036,69.0,100005
200900131800,300029,99.0,100029
200900131801,300010,58.0,100010
200900131802,300019,56.0,100019
200900131803,300038,54.0,100007
200900131805,300016,60.0,100016
200900131806,300035,95.0,100004
200900131807,300015,92.0,100015
200900131808,300015,50.0,100015
200900131809,300033,77.0,100002
200900131810,300030,81.0,100030
200900131811,300006,56.0,100006
200900131813,300022,100.0,100022
200900131814,300001,91.0,100001
200900131815,300040,79.0,100009
200900131816,300022,61.0,100022
200900131817,300031,51.0,100000
200900131818,300034,57.0,100003
200900131819,300021,56.0,100021
200900131820,300007,65.0,100007
200900131821,300019,72.0,100019
200900131822,300029,93.0,100029
200900131823,300024,82.0,100024
200900131824,300015,81.0,100015
200900131825,300035,62.0,100004
200900131827,300007,50.0,100007
200900131828,300035,88.0,100004
200900131829,300028,54.0,100028
200900131830,300004,94.0,100004
200900131831,300009,85.0,100009
200900131832,300015,88.0,100015
200900131833,300003,93.0,100003
200900131834,300017,81.0,100017
200900131835,300006,50.0,100006
200900131836,300031,65.0,100000
200900131837,300006,71.0,100006
200900131838,300009,79.0,100009
200900131839,300033,70.0,100002
200900131840,300039,89.0,100008
200900131841,300032,92.0,100001
200900131842,300011,64.0,100011
200900131843,300009,98.0,100009
200900131845,300012,51.0,100012
200900131846,300008,58.0,100008
200900131847,300006,76.0,100006
200900131848,300017,97.0,100017
200900131849,300002,92.0,100002
200900131850,300031,74.0,100000
200900131852,300012,81.0,100012
200900131853,300014,54.0,100014
200900131854,300022,93.0,100022
200900131855,300014,100.0,100014
200900131856,300026,80.0,100026
200900131857,300032,61.0,100001
200900131858,300021,58.0,100021
200900131859,300014,76.0,100014
200900131860,300014,60.0,100014
200900131861,300036,53.0,100005
200900131862,300014,66.0,100014
200900131863,300038,99.0,100007
200900131864,300030,96.0,100030
200900131865,300022,90.0,100022
200900131866,300032,77.0,100001
200900131867,300001,79.0,100001
200900131868,300011,73.0,100011
200900131869,300008,88.0,100008
200900131870,300012,80.0,100012
200900131871,300034,52.0,100003
200900131872,300029,98.0,100029
200900131873,300002,51.0,100002
200900131874,300022,70.0,100022
200900131875,300007,80.0,100007
200900131876,300017,63.0,100017
200900131877,300021,56.0,100021
200900131878,300014,92.0,100014
200900131879,300021,89.0,100021
200900131880,300025,89.0,100025
200900131881,300023,78.0,100023
200900131882,300022,69.0,100022
200900131883,300040,76.0,100009
200900131884,300025,61.0,100025
200900131885,300037,77.0,100006
200900131886,300040,60.0,100009
200900131887,300024,50.0,100024
200900131888,300034,65.0,100003
200900131889,300039,87.0,100008
200900131890,300027,52.0,100027
200900131891,300011,96.0,100011
200900131892,300012,79.0,100012
200900131893,300024,78.0,100024
200900131894,300008,70.0,100008
200900131895,300001,78.0,100001
200900131896,300001,88.0,100001
200900131897,300034,78.0,100003
200900131898,300024,60.0,100024
200900131899,300016,83.0,100016
200900131900,300026,84.0,100026
200900131901,300018,69.0,100018
200900131902,300028,98.0,100028
200900131903,300013,77.0,100013
200900131904,300037,75.0,100006
200900131905,300022,87.0,100022
200900131906,300016,57.0,100016
200900131907,300026,63.0,100026
200900131908,300030,92.0,100030
200900131909,300026,81.0,100026
200900130366,300007,73.0,100007
200900130367,300012,55.0,100012
200900130368,300034,92.0,100003
200900130369,300004,94.0,100004
200900130370,300006,77.0,100006
200900130371,300018,75.0,100018
200900130372,300039,75.0,100008
200900130373,300028,60.0,100028
200900130374,300008,91.0,100008
200900130375,300023,81.0,100023
200900130376,300024,86.0,100024
200900130377,300015,70.0,100015
200900130379,300021,65.0,100021
200900130380,300003,73.0,100003
200900130381,300026,80.0,100026
200900130382,300026,96.0,100026
200900130383,300010,97.0,100010
200900130384,300040,61.0,100009
200900130385,300020,91.0,100020
200900130386,300006,62.0,100006
200900130388,300038,79.0,100007
200900130389,300030,99.0,100030
200900130390,300039,98.0,100008
200900130391,300029,72.0,100029
200900130392,300023,51.0,100023
200900130393,300027,92.0,100027
200900130394,300020,54.0,100020
200900130395,300040,85.0,100009
200900130396,300004,94.0,100004
200900130397,300007,81.0,100007
200900130398,300033,93.0,100002
200900130399,300036,82.0,100005
200900130401,300034,92.0,100003
200900130404,300015,59.0,100015
200900130405,300021,71.0,100021
200900130406,300016,77.0,100016
200900130407,300034,77.0,100003
200900130408,300039,59.0,100008
200900130409,300009,75.0,100009
200900130410,300037,56.0,100006
200900130411,300028,68.0,100028
200900130413,300020,93.0,100020
200900130414,300026,90.0,100026
200900130415,300014,97.0,100014
200900130418,300009,100.0,100009
200900130419,300036,71.0,100005
200900130420,300021,70.0,100021
200900130421,300023,81.0,100023
200900130422,300024,72.0,100024
200900130424,300022,68.0,100022
200900130425,300013,64.0,100013
200900130426,300028,79.0,100028
200900130427,300013,63.0,100013
200900130429,300008,56.0,100008
200900130430,300022,87.0,100022
200900130431,300024,88.0,100024
200900130432,300030,82.0,100030
200900130433,300005,89.0,100005
200900130434,300028,96.0,100028
200900130435,300033,93.0,100002
200900130436,300015,87.0,100015
200900130437,300023,64.0,100023
200900130438,300024,68.0,100024
200900130439,300034,73.0,100003
200900130440,300001,54.0,100001
200900130441,300028,93.0,100028
200900130442,300038,86.0,100007
200900130443,300001,91.0,100001
200900130444,300020,74.0,100020
200900130445,300029,85.0,100029
200900130446,300027,94.0,100027
200900130447,300014,66.0,100014
200900130448,300003,72.0,100003
200900130449,300040,50.0,100009
200900130450,300012,67.0,100012
200900130451,300027,55.0,100027
200900130452,300029,56.0,100029
200900130453,300033,51.0,100002
200900130454,300034,58.0,100003
200900130455,300007,56.0,100007
200900130456,300026,61.0,100026
200900130457,300029,71.0,100029
200900130458,300038,57.0,100007
200900130459,300009,62.0,100009
200900130460,300024,51.0,100024
200900130461,300005,90.0,100005
200900130462,300022,55.0,100022
200900130463,300031,74.0,100000
200900130464,300010,87.0,100010
200900130465,300012,87.0,100012
200900130466,300029,57.0,100029
200900130467,300007,55.0,100007
200900130468,300032,60.0,100001
200900130469,300014,91.0,100014
200900130470,300018,79.0,100018
200900130471,300020,79.0,100020
200900130472,300026,66.0,100026
200900130474,300013,67.0,100013
200900130475,300025,87.0,100025
200900130476,300003,87.0,100003
200900131697,300037,80.0,100006
200900131698,300009,99.0,100009
200900131699,300029,63.0,100029
200900131700,300028,69.0,100028
200900131701,300001,53.0,100001
200900131702,300014,60.0,100014
200900131704,300040,83.0,100009
200900131705,300027,53.0,100027
200900131706,300033,78.0,100002
200900131707,300039,70.0,100008
200900131708,300020,98.0,100020
200900131709,300022,100.0,100022
200900131710,300013,84.0,100013
200900131711,300029,89.0,100029
200900131713,300033,58.0,100002
200900131714,300025,64.0,100025
200900131715,300020,78.0,100020
200900131716,300015,80.0,100015
200900131717,300015,99.0,100015
200900131718,300004,94.0,100004
200900131719,300033,73.0,100002
200900131720,300036,96.0,100005
200900131721,300038,88.0,100007
200900131722,300019,98.0,100019
200900131723,300017,72.0,100017
200900131725,300022,58.0,100022
200900131726,300001,66.0,100001
200900131727,300027,82.0,100027
200900131728,300034,65.0,100003
200900131729,300021,89.0,100021
200900131730,300002,64.0,100002
200900131731,300017,64.0,100017
200900131732,300003,51.0,100003
200900131733,300030,62.0,100030
